Touched Date,Utm Medium,Utm Source,Utm Campaign,# Demo Occurred,# Sales Qualified Opportunity,# Closed Won Opportunity
2023-08-23,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_Contractors--_ghic_all,1.3,1.1,0
2023-08-23,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,2.1,0,0
2023-08-23,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_compensationmgmt-capterra-__all,0,0,0
2023-08-23,paid-search,google,apac-t2b_acq_searchbrand_google_search_Broad%E2%80%94__all,1.6,0,0
2023-08-23,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,13.6,18.2,1.8
2023-08-23,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,3.9,4.7,0
2023-08-23,paid-search,google,apac-t2b_acq_searchbrand_google_search_broad--__all,1.7,0,0
2023-08-23,paid-search,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,1.7,1.5,0
2023-08-23,paid-social,linkedin,emea-t1_acq_prosp_li_extleadform_BookADemo--__all,2,2.8,0
2023-08-23,email,hs_email,latam-t2-cl_engage_nurture_hsemail_postevent_endeavortalks-chile-17082023_gh_upsmb,0,0.8,0
2023-08-23,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,2.7,0,0
2023-08-22,paid-social,linkedin,emea-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-08-22,paid-company-listing,g2,WW_Acq_Prosp_G2_ReviewSites_All-profilebutton-__all,0.9,0,0
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.6,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,3.8,3.5,1.3
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_HRIS--_hr_all,0,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,28.4,12.4,0.8
2023-08-22,paid-search,google,latam-t1-MX_acq_searchnonbranded_google_search_All--__all,2.7,0,0
2023-08-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-08-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,2.5,0,0
2023-08-22,paid-social,linkedin,emea-t1a_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_general--_all_all,1.1,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchbrand_google_search_Broad--__all,2.2,0,0
2023-08-22,paid-search,google,africa-t1_acq_searchnonbranded_google_search_hris--_hr_all,1.7,1.4,0
2023-08-22,cpc,google,,1.7,0.9,1
2023-08-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_eor--_gheor_all,1,0,0
2023-08-22,cpc,linkedin,,1.2,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,1.4,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,2.2,0,0
2023-08-22,paid-search,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,1.1,1.3,0
2023-08-22,paid-search,google,apac-t1-SG_acq_searchbrand_google_search_Exact--__all,0.9,1.6,1
2023-08-22,pdf,gated_assets,ww_consider_download_gated_guide_--globalpayrollcompliancechecklist_gp_all,0,0,0
2023-08-22,paid-search,google,emea-t3_acq_searchbrand_google_search_Broad--__all,2.1,1.5,1.3
2023-08-22,paid-social,linkedin,emea-t1b_acq_prosp_li_image_core-ttl-lgf__smbmm,0,0,0
2023-08-22,paid-social,linkedin,emea-t1a_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-08-22,display,google,nam-t1_consider_traffic_google_dis_General-Reengage-Discovery__all,1.6,1,0
2023-08-22,paid-search,google,emea-t1b_acq_searchbrand_google_search_broad--__all,0.9,4.6,0
2023-08-22,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,1.7,0,0
2023-08-22,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,1.3,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_Mobility--_gmobil_all,1.1,0,0
2023-08-22,referral,deel.com,,10.2,5.2,5.3
2023-08-22,tradeshow-sponsorship,tradeshow-sponsorship,apac-t2-cn_aware_event_tshowsponsorship_tshowspon_hrflag-beijing-11082023_all_all,0,0,0
2023-08-22,email,sendgrid.com,website,0.9,0.5,0
2023-08-22,paid-social,facebook,latam-t3_acq_rtg_fb_image_general-rtgall-es__all,2,0,0
2023-08-22,paid-social,linkedin,emea-t1_acq_rtg_li_conversation_general-rtgall-__smbmm,2.1,0,0
2023-08-22,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_mainprofile-capterra-fr__all,0.9,1.2,0
2023-08-22,webinar,webinar,ww_acq_prosp_webinar__defaultcamp--__all,0,0,0
2023-08-22,in-app,in-app,ww_acq_prosp_inapp__defaultcamp--__all,1.2,9.3,5.6
2023-08-22,hosted-deel-event,hosted-deel-event,latam-t1-br_engage_event_hostedevent_nurture_happyhoursp-brazil-16082023__upmm,17.4,9.7,11.2
2023-08-22,paid-social,linkedin,nam-t1_acq_prosp_li_image_core-ttl-lgf__smbmm,0,0,0
2023-08-22,display,google,nam-t1_consider_traffic_google_dis_general-reengage-discovery__all,1.6,1.9,0
2023-08-22,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1--__all,3.2,0,0
2023-08-22,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_payrollbenefits--__all,2.3,0,0
2023-08-22,paid-social,linkedin,emea-t1a_consider_download_li_image_lc-reengage-lgf__all,0,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_general--_all_all,1,1,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_CountryHire--_gh_all,2.9,1,1.1
2023-08-22,paid-search,bing,emea-t3_acq_searchbrand_bing_search_broad--__all,1.9,2.5,0
2023-08-22,paid,linkedin,,0.7,0.7,0
2023-08-22,paid-search,google,latam-t2_acq_searchnonbranded_google_search_all-es-__all,1,1.7,0
2023-08-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,4,0,0
2023-08-22,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-08-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-08-22,paid-search,hs_automation,EMEA_No Demo booked Follow up Email 1,1.5,1.1,0
2023-08-22,paid-social,linkedin,nam-t1_acq_prosp_li_image_all-sfdc-lgf__smbmm,0,0,0
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_hris--_hr_all,1.2,0,0
2023-08-22,paid-social,linkedin,emea-t2_acq_rtg_li_conversation_general-rtgall-__smbmm,2.6,0,0
2023-08-22,paid-social,linkedin,emea-t1b_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-08-22,paid-social,facebook,emea-t2_acq_prosp_fb_image_all-cb-__smbmm,2.6,0,0
2023-08-22,paid-social,linkedin,nam-t1_engage_download_li_image_hr2-grp-lgf__upmment,0,0,0
2023-08-22,paid-social,linkedin,nam-t1_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-08-22,paid-social,facebook,latam-t2_acq_rtg_fb_dynamic_general-rtgall-es__all,0,0,0
2023-08-22,display,google,latam-t1-br_consider_download_google_dis_generalreengage-pt-discovery__all,0,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_mobility--_gmobil_all,1.5,0,0
2023-08-22,paid-social,linkedin,emea-t1b_engage_download_li_image_hr2-grp-lgf__upmment,0,0,0
2023-08-22,paid-social,linkedin,emea-t1_acq_rtg_li_image_gmobil-rtgall-lgf__all,0,0,0
2023-08-22,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-08-22,paid-social,linkedin,emea-t1_acq_rtg_li_image_hr-rtgall-lgf__all,0,0,0
2023-08-22,paid-social,linkedin,emea-t1b_acq_prosp_li_image_mobility-grp-lgf__smbmm,0,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.8,1.2,0
2023-08-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-08-22,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-08-22,paid-social,linkedin,nam-t1_acq_rtg_li_image_gmobil-rtgall-lgf__all,0,0,0
2023-08-22,display,google,latam-t1-br_acq_rtg_google_dis_generalrtgall-pt-__all,0,0,0
2023-08-22,paid-social,facebook,nam-t1_acq_prosp_fb_image_all-cb-__smbmm,3.7,2.5,0
2023-08-22,paid-search,google,emea-t1b-ES_acq_searchbrand_google_search_All-ES-__all,1.3,0.9,0
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_general--_all_all,1.6,1.3,0
2023-08-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,8.3,4.7,5
2023-08-22,email,hs_automation,Deel x Carta x Nansen - How to build an international remote team,1.4,1.4,0
2023-08-22,email,hs_automation,FY23_Q2_EMEA_UKI_WEBINAR_UNLOCKGLOBALTALENT,1.2,0.8,0
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_mobility--_gmobil_all,0,0,0
2023-08-22,paid-social,linkedin,nam-t1_acq_prosp_li_image_mobility-grp-lgf__smbmm,0,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_HRIS--_hr_all,1,0,0
2023-08-22,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,2.5,1.5,1.3
2023-08-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_general--_all_all,1.1,1.3,0
2023-08-22,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_entpayroll--_gp_all,2.7,0,0
2023-08-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_onboarding-pmp-_hr_all,1.2,0,0
2023-08-22,paid-search,bing,emea-t1a_acq_searchbrand_bing_search_broad--__all,2.2,2.7,2.8
2023-08-22,paid-search,google,latam-t1-mx_acq_searchbrand_google_search_all-es-__all,1.3,1,0
2023-08-22,paid-social,linkedin,nam-t1_acq_prosp_li_extleadform_BookADemo--__all,2,2.1,0
2023-08-22,paid-search,google,latam-t2_acq_searchnonbranded_google_search_payroll-es-_gp_all,0.9,1.3,0.9
2023-08-22,partner,partner,apac-t2-cn_consider_download_partner_gatedasset_hrflag-china-digitaldownload_all_all,0,0,0
2023-08-22,paid-search,google,emea-t3_acq_searchnonbranded_google_search_countryhire--_gh_all,1.3,0,0
2023-08-22,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_talentmgmt-pmp-__all,3.4,0,0
2023-08-22,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-08-22,email,hs_automation,GLOBAL_No Demo booked Follow up Email 1,1.5,1.5,0
2023-08-22,paid-search,google,latam-t2_acq_searchbrand_google_search_all-es-__all,4.3,3.4,0
2023-08-22,paid-social,facebook,latam-t1-mx_acq_rtg_fb_image_general-rtgall-es__all,0.9,0,0
2023-08-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_payroll--_gp_all,3.9,1.1,0
2023-08-22,email,hs_email,latam-t2-cl_engage_nurture_hsemail_postevent_endeavortalks-chile-17082023_gh_upsmb,3.3,2.5,2.1
2023-08-22,paid-search,google,apac-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,1.3,2.2,0
2023-08-22,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,12.5,4.8,0
2023-08-22,organic-social,linkedin,latam-t1-br_aware_traffic_li_search_brazil--__all,1.2,2.3,1.2
2023-08-22,paid-search,google,latam-t2_acq_searchnonbranded_google_search_all--__all,0.7,0,0
2023-08-22,paid-search,google,emea-t1a_acq_searchbrand_google_search_Broad--__all,5.4,4.4,0
2023-08-22,paid-search,google,emea-t1a_acq_searchbrand_google_search_all-fr-__all,0.8,1.3,0
2023-08-22,paid-search,google,emea-t1b_acq_searchbrand_google_search_Broad--__all,2.5,0,0
2023-08-22,paid-search,google,latam-t2_acq_searchnonbranded_google_search_All-ES-__all,0.8,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_compliance--_lc_all,1,0,0
2023-08-22,paid-search,google,apac-t1-sg_acq_searchbrand_google_search_exact--__all,0.9,1.4,1.2
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_Compliance--_lc_all,1.3,0,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,5,4.3,0
2023-08-22,email,hs_automation,EMEA_No Demo booked Follow up Email 1,2.6,1.6,0
2023-08-22,paid-search,google,nam-t1_acq_searchnonbranded_google_search_competitors--__all,0.9,3.2,0
2023-08-22,paid-search,google,emea-t2_acq_searchnonbranded_google_search_General--_all_all,1,1.1,0
2023-08-22,paid-search,google,emea-t1b-es_acq_searchbrand_google_search_all-es-__all,0,0,0
2023-08-22,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_Payroll--_gp_all,2.1,1,0
2023-08-22,paid-search,google,apac-t2_acq_searchbrand_google_search_exact--__all,2.6,2.7,0
2023-08-22,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_eor-listicle-mvf_gheor_all,2.9,2.9,0
2023-08-21,paid-social,facebook,nam_engage-consideration_download,0,0,0
2023-08-21,paid-search,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,1.4,1.3,0
2023-08-21,paid-search,google,emea-t3_acq_searchbrand_google_search_broad--__all,1.5,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_eor-pmp-_gheor_all,3.5,4.3,0
2023-08-21,pdf,google,ww_consider_download_gated_guide_--everythingeoraguidetoemployerofrecord_gheor_all,0.6,0.5,0
2023-08-21,paid-search,google,emea-t2_acq_searchbrand_google_search_Broad--__all,0,0,0
2023-08-21,paid-social,linkedin,emea-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-08-21,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_hrsoftware--__all,0,0,0
2023-08-21,paid-social,facebook,ww_fb_download_a/b-test,0,0,0
2023-08-21,paid-social,linkedin,emea-t1a_engage_download_li_image_hr-grp-lgf__upmment,0,0,0
2023-08-21,paid-social,facebook,latam-t2_consider_download_fb_image_general-reengage-es__all,0,0,0
2023-08-21,paid-search,affiliates,apac-t1_acq_searchnonbranded_google_search_EOR--_gheor_all,1.4,0,0
2023-08-21,paid-social,linkedin,emea-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalpayroll-pmp-services_gp_all,1.1,0.9,0
2023-08-21,paid-search,google,nam-t1_acq_searchbrand_google_search_broad--__all,17.3,21.6,2.4
2023-08-21,paid-social,facebook,emea_engage-consideration_download,0,0,0
2023-08-21,paid-search,google,emea-t1b-pt_acq_searchbrand_google_search_all-pt-__all,0.6,0,0
2023-08-21,paid-search,bing,apac-t1_acq_searchbrand_bing_search_exact--__all,0.7,1.6,0
2023-08-21,tradeshow-sponsorship,tradeshow-sponsorship,apac-t2-in_aware_event_tshowsponsorship_tshowspon_peoplematters-india-03082023_all_all,25.4,17.5,2
2023-08-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_onboarding-capterra-_hr_all,3.1,0,0
2023-08-21,email,hs_email,latam-t2_consider_nurture_hsemail__--esprospectnewsletterjuly_gp_all,0,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_International--__all,1.1,0.9,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-smallbiz_hr_all,0,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_payroll--_gp_all,0,0,0
2023-08-21,paid-search,google,emea-t3_acq_searchnonbranded_google_search_countryhire--_gh_all,1.5,0,0
2023-08-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_benefitsadmin-capterra-__all,1.9,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_Payroll--_gp_all,1.1,0,0
2023-08-21,paid-social,facebook,nam-t1_acq_prosp_fb_image_all-cb-__smbmm,6.5,3.3,0
2023-08-21,paid-social,linkedin,nam-t1_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-08-21,paid-search,google,apac-t2b_acq_searchnonbranded_google_search_InternationalHiring--__all,0,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_CountryHire--_gh_all,2.9,2.7,0
2023-08-21,paid-social,linkedin,ww_consider_download_li_extleadform_HiringICs--_ghic_all,0,0,0
2023-08-21,paid-social,linkedin,ww_consider_download_li_extleadform_IntlHiringGuide--thankyouurl_gh_all,1,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,2.2,3,0
2023-08-21,paid-social,linkedin,apac-t1_engage_download_li_image_core-ttl-lgf__upmment,0,0,0
2023-08-21,display,google,nam-t1_consider_traffic_google_dis_General-Reengage-Discovery__all,1.1,0,0
2023-08-21,paid-social,facebook,apac_engage-consideration_download,0,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftwarelist-pmp-boosthrfunctions__all,3.4,0,0
2023-08-21,email,hs_automation,ww_operat_oneoff_hsauto_doubleopt_--__all,1.3,1.3,0
2023-08-21,paid-search,google,emea-t2_acq_searchnonbranded_google_search_countryhire--_gh_all,1.2,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_hris--_hr_all,5,1.7,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_benefitsadmin-pmp-__all,2.7,0,0
2023-08-21,paid-social,linkedin,emea-t2_consider_download_li_image_gmobil-reengage-lgf__all,0,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_surveytools-pmp-empfeedback_hr_all,2.8,0,0
2023-08-21,paid-social,linkedin,emea-t2_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-08-21,paid-social,facebook,latam-t1-mx_acq_rtg_fb_image_general-rtgall-es__all,1.1,0,0
2023-08-21,paid-search,google,emea-t3_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.1,0,0
2023-08-21,paid-social,linkedin,emea-t1b_acq_prosp_li_image_mobility-grp-lgf__smbmm,0,0,0
2023-08-21,paid-social,linkedin,emea-t1b_engage_download_li_image_hr2-grp-lgf__upmment,0,0,0
2023-08-21,pdf,gated_assets,ww_consider_download_gated_guide_--everythingeoraguidetoemployerofrecord_gheor_all,0.6,0.6,0
2023-08-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_contractmgmt-capterra-__all,0,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_mobility--_gmobil_all,3.9,2.4,1.9
2023-08-21,social,linkedin,,0,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_hrsoftware-pmp-__all,0,0,0
2023-08-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_payroll-capterra-_gp_all,2.2,0,0
2023-08-21,paid-social,linkedin,emea-t2_engage_download_li_image_all-sfdc-lgf__upmment,0,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_eor--_gheor_all,1.2,0,0
2023-08-21,paid-search,google,latam-t2_acq_searchnonbranded_google_search_all-es-__all,0.8,0,0
2023-08-21,fb,23853865740540576,,0,0,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_compliancesoftware-pmp-hrdepts_lc_all,2.6,0,0
2023-08-21,tradeshow-sponsorship,tradeshow-sponsorship,emea-t1a-nl_aware_event_tshowsponsorship_tshowspon_hrday-bussum-03102023_gh_all,0,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchbrand_google_search_Broad--__all,0,0,0
2023-08-21,paid-social,linkedin,ww_engage_download_li_image_allcats-abm-lgf__upmment,0,0,0
2023-08-21,paid-social,facebook,latam-t2_acq_rtg_fb_dynamic_general-rtgall-es__all,2.6,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_payroll--_gp_all,1.3,0,0
2023-08-21,paid-social,linkedin,emea-t1a_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-08-21,paid-social,linkedin,nam-t1_acq_prosp_li_extleadform_BookADemo--__all,0,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchbrand_google_search_Broad--__all,0.9,1.3,0
2023-08-21,paid-search,google,apac-t1_acq_searchbrand_google_search_Exact--__all,1,0,0
2023-08-21,paid-search,google,apac-t1_acq_searchbrand_google_search_exact--__all,1,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,4,1,0
2023-08-21,paid-search,google,emea-t1b-PT_acq_searchbrand_google_search_All-PT-__all,0.9,0,0
2023-08-21,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__smbmm,0,0,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_EOR--_gheor_all,1.5,0,0
2023-08-21,paid-social,facebook,apac-t2_aware_vidview_fb_video_core-cb-__smbmm,2.2,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_Competitors--__all,1.4,1.5,0
2023-08-21,paid-search,google,latam-t1-mx_acq_searchnonbranded_google_search_all--__all,3.1,0,0
2023-08-21,paid-search,google,latam-t2_acq_searchnonbranded_google_search_all--__all,0,0,0
2023-08-21,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,3.2,0,0
2023-08-21,cpc,google,,0,0,0
2023-08-21,paid-social,linkedin,emea-t1a_consider_download_li_image_gp-reengage-lgf__all,0,0,0
2023-08-21,paid-social,facebook,nam-t1_acq_prosp_fb_image_lal1--__all,2,1.7,0
2023-08-21,paid-company-listing,capterra,ww_acq_prosp_cpt_reviewsites_hr-capterra-__all,0,0,0
2023-08-21,display,google,latam-t2_consider_download_google_dis_generalreengage-es-discovery__all,0,0,0
2023-08-21,display,google,nam-t1_consider_traffic_google_dis_general-reengage-discovery__all,1,0,0
2023-08-21,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-08-21,sponsored-newsletter,hr-brew,WW_Engage_Download_SponNewsletter_HRBrew-IntlHiringGuide-Apr23_GH_all,1.3,1.3,0
2023-08-21,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,2.1,0,0
2023-08-21,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_hris--_hr_all,2,0,0
2023-08-21,paid-search,google,latam-t1-mx_acq_searchbrand_google_search_all-es-__all,0,0,0
2023-08-21,paid-search,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_freehr-pmp-smb_hr_all,1.2,0,0
2023-08-21,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_mobility--_gmobil_all,1.4,1.4,0
2023-08-21,paid-search,google,emea-t1a_acq_searchbrand_google_search_broad--__all,12.7,5.9,1.8
2023-08-21,paid-search,google,emea-t3_acq_searchnonbranded_google_search_payroll--_gp_all,1.2,1.4,0
2023-08-21,paid-search,google,emea-t1b_acq_searchnonbranded_google_search_eor--_gheor_all,2.5,2,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_CountryHire--_gh_all,4.3,2.9,0
2023-08-21,18637706586,google,,0.3,0.3,0
2023-08-21,paid-search,google,apac-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,0.5,0.8,0
2023-08-21,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,6.5,5.9,0
2023-08-21,email,hs_automation,FY23_Q2_EMEA_UKI_WEBINAR_UNLOCKGLOBALTALENT,2.2,0.4,0
2023-08-21,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,2.1,0,0
2023-08-21,paid-listicle,mvf-global,nam-t1-us_acq_prosp_mvf_paidlist_employeemgmt-listicle-mvf__all,2.8,2.7,0
2023-08-21,paid-search,google,latam-t2_acq_searchnonbranded_google_search_All--__all,0,0,0
2023-08-21,paid-search,google,latam-t2-cl_acq_searchnonbranded_google_search_all-es-__all,1.4,0.9,0
2023-08-20,paid-search,google,nam-t1_acq_searchnonbranded_google_search_contractors--_ghic_all,2.1,3.2,0
2023-08-20,paid-search,google,nam-t2_acq_searchnonbranded_google_search_payroll--_gp_all,1,0,0
2023-08-20,paid-social,linkedin,nam-t1_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-08-20,paid-social,facebook,latam-t2_acq_rtg_fb_image_general-rtgall-es__all,3,0,0
2023-08-20,paid-social,linkedin,emea-t1a_engage_download_li_image_hr-grp-lgf__upmment,0,0,0
2023-08-20,paid-social,facebook,emea-t1_acq_prosp_fb_image_all-cb-__smbmm,2.6,2.8,0
2023-08-20,paid-social,linkedin,emea-t1b_consider_download_li_image_ghic-reengage-lgf__all,0,0,0
2023-08-20,paid-search,google,emea-t2_acq_searchbrand_google_search_broad--__all,2.2,2,0
2023-08-20,referral,deel.com,,3.7,0,0
2023-08-20,paid-listicle,selectsoftwarereviews,ww_acq_prosp_ssr_paidlist_hrsoftware--__all,0,0,0
2023-08-20,email,hs_automation,ww_consider_download_gated_guide_--completeguideoninternationalhiring_gh_all,0,0,0
2023-08-20,self-signup,self-signup,ww_acq_prosp_selfsign__defaultcamp--__all,0,0,0
2023-08-20,paid-social,facebook,latam-t1-mx_acq_rtg_fb_image_general-rtgall-es__all,3,0,0
2023-08-20,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_countryhire--_gh_all,0.9,1.4,0
2023-08-20,paid-social,linkedin,nam-t1_consider_download_li_image_gheor-reengage-lgf__all,0,0,0
2023-08-20,paid-social,linkedin,ww_engage_download_li_image_eor-abm-lgf__upmment,0,0,0
2023-08-20,paid-social,facebook,latam-t3_acq_rtg_fb_image_general-rtgall-es__all,4.6,0,0
2023-08-20,display,google,emea-t1a_acq_rtg_google_dis_general-rtgall-__all,2.7,0,0
2023-08-20,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_CountryHire--_gh_all,0.9,1.7,0
2023-08-20,paid-search,google,emea-t1a_acq_searchnonbranded_google_search_eor--_gheor_all,2.7,0,0
2023-08-20,paid-social,linkedin,apac-t2_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-08-20,paid-search,google,nam-t1_acq_searchnonbranded_google_search_countryhire--_gh_all,0,0,0
2023-08-20,paid-social,linkedin,apac-t1_consider_download_li_image_general-reengage-lgf__upmment,0,0,0
2023-08-20,paid-search,google,nam-t1_acq_searchnonbranded_google_search_CountryHire--_gh_all,1.4,0,0
2023-08-20,paid-social,linkedin,nam-t1_acq_prosp_li_extleadform_BookADemo--thankyouurl__all,2,2.1,0
2023-08-20,18637706586,google,,0.2,0.3,0
2023-08-20,paid-listicle,peoplemanagingpeople,ww_acq_prosp_pmp_paidlist_globalpayroll-pmp-services_gp_all,2.8,2.2,0
